lat,lon,population,elevation,snr_proxy,tower_height,tx_power_dbm,env,cluster,band,cov_radius_km
52.14490202780964,-8.663085097617651,1489.4679374694824,89.0,0.6,29.45,23.0,rural,-1,3.5GHz,2.9556188082047323
52.23075301469505,-9.458094124063429,1473.0028686523438,,0.4,,22.0,rural,-1,3.5GHz,2.949917364216236
52.01102639027426,-8.60918618057048,1365.1341552734375,157.0,0.8,32.85,24.0,rural,-1,3.5GHz,2.964496367946573
51.87674901371756,-8.582236722046897,1360.1582641601562,20.0,0.4,26.0,22.0,rural,-1,3.5GHz,2.9735748785932397
52.173537442662635,-8.892155495068131,1358.7208061218262,106.0,0.6,30.3,23.0,rural,-1,3.5GHz,2.9537178405065503
52.37346982947997,-9.309872102183709,1336.7455596923828,,0.4,,22.0,rural,-1,3.5GHz,2.940424758532248
51.9151549995277,-8.959529141377095,1210.8949871063232,99.0,0.6,29.95,23.0,rural,-1,3.5GHz,2.9708438487441535
52.23075301469506,-8.676559826879444,1193.4802856445312,,0.4,,22.0,rural,-1,3.5GHz,2.9499173642162573
52.14490202780964,-8.393590512381795,1185.3848876953125,62.0,0.6,28.1,23.0,rural,-1,3.5GHz,2.9556188082046875
52.249808504525255,-8.434014700167175,1141.3866119384766,,0.4,,22.0,rural,-1,3.5GHz,2.9486509728315418
52.04931754564751,-8.420539970905384,1122.489336013794,160.0,0.8,33.0,24.0,rural,-1,3.5GHz,2.961958855639823
51.88635358785172,-9.592841416681356,1090.194091796875,19.0,0.4,25.95,22.0,rural,-1,3.5GHz,2.9727491170974356
51.9151549995277,-8.151045385669525,1087.2769012451172,12.0,0.4,25.6,22.0,rural,-1,3.5GHz,2.970843848744108
52.06845082861171,-9.498518311848807,1004.0147247314453,50.0,0.6,27.5,23.0,rural,-1,3.5GHz,2.960690418538583
52.173537442662635,-8.245368490502074,1003.2436599731444,60.0,0.6,28.0,23.0,rural,-1,3.5GHz,2.9537178405066182
52.26885581293854,-9.781487626346458,980.3178405761719,,0.4,,22.0,rural,-1,3.5GHz,2.947384799248904
52.173537442662635,-9.592841416681356,968.9639282226561,22.0,0.4,26.1,22.0,rural,-1,3.5GHz,2.9537178405069358
52.221222201309274,-8.582236722046897,954.5739822387695,,0.4,,22.0,rural,-1,3.5GHz,2.950550641438027
52.38296793275224,-9.835386543393629,915.830982208252,,0.4,,22.0,rural,-1,3.5GHz,2.939539406102216
51.953528163044595,-8.420539970905384,879.4136810302736,83.0,0.6,29.15,23.0,rural,-1,3.5GHz,2.9683042245225932
52.097135388525686,-8.110621197884148,871.9499359130859,28.0,0.4,26.4,22.0,rural,-1,3.5GHz,2.958597959931287
51.87674901371756,-8.339691595334626,857.6978607177734,0.0,0.4,25.0,22.0,rural,-1,3.5GHz,2.9736384011158994
52.316438299523746,-9.76801289708466,849.4486083984375,,0.4,,22.0,rural,-1,3.5GHz,2.944220321230072
51.87674901371756,-8.663085097617651,844.3050079345703,40.0,0.4,27.0,22.0,rural,-1,3.5GHz,2.973574878593354
52.211689342042405,-8.999953329162475,829.84326171875,,0.4,,22.0,rural,-1,3.5GHz,2.951183972935722
52.37346982947997,-8.339691595334626,811.8858966827393,,0.4,,22.0,rural,-1,3.5GHz,2.94042475853218
52.39246399315097,-8.555287263523313,799.1911849975586,,0.4,,22.0,rural,-1,3.5GHz,2.939539406102025
51.924751367073846,-8.32621686607283,791.3350639343262,124.0,0.6,31.2,23.0,rural,-1,3.5GHz,2.970208863969486
