lat,lon,population,elevation,snr,tower_height,tx_power_dbm,coverage_km,type,cluster
52.077076529063646,-9.491780947217915,6266.3934898376465,75.0,0.6,28.75,23.0,2.8014966577107763,Urban,-1
51.93340479991839,-8.615923545201378,5898.70917224884,108.0,0.6,30.4,23.0,2.8211276027230907,Urban,-1
51.909414660062176,-8.986478599900678,5802.6657066345215,110.0,0.6,30.5,23.0,2.8222828698708966,Urban,-1
51.909414660062176,-8.380115783120003,5615.797483444214,41.0,0.4,27.05,22.0,2.3681954159153857,Urban,-1
51.93340479991839,-8.548549898892414,5425.220735549927,54.0,0.6,27.7,23.0,2.7884086129422037,Urban,-1
52.077076529063646,-8.27905531365656,4810.229825973511,52.0,0.6,27.6,23.0,2.7871363564728266,Urban,-1
52.100976990527336,-9.794962355608249,4784.517715454102,23.0,0.4,26.15,22.0,2.358055468310272,Urban,-1
52.2441110444786,-9.458094124063429,4282.991399765015,,0.4,,22.0,2.07,Urban,-1
51.909414660062176,-8.582236722046897,4025.340190887451,59.0,0.6,27.95,23.0,2.791569267900178,Urban,-1
52.05316326443564,-9.053852246209644,3953.0556087493896,151.0,0.8,32.55,24.0,3.2666724234009155,Urban,-1
51.88541169836447,-8.144308021038631,3432.443787574768,31.0,0.4,26.55,22.0,2.3626045225380663,Urban,-1
52.148739514761985,-9.727588709299283,3369.2759017944336,4.0,0.4,25.2,22.0,2.3469663731392654,Urban,-1
52.172601582951685,-8.885418130437236,3281.8587579727173,105.0,0.6,30.25,23.0,2.8193875569806752,Urban,-1
52.05316326443565,-9.458094124063429,3177.8801822662354,78.0,0.6,28.9,23.0,2.803327252632804,Urban,-1
52.124864651524895,-8.683297191510343,3115.432439804077,64.0,0.6,28.2,23.0,2.7947017777386827,Urban,-1
51.93340479991839,-8.211681667347593,3008.417642593384,46.0,0.4,27.3,22.0,2.3709522264581215,Urban,-1
51.88541169836447,-9.559154593526875,2866.2236738204956,11.0,0.4,25.55,22.0,2.3510997240848046,Urban,-1
52.38678487084895,-9.862336001917214,2839.0308799743652,,0.4,,22.0,2.07,Urban,-1
51.909414660062176,-8.312742136811039,2814.0068702697754,2.0,0.4,25.1,22.0,2.345774867821916,Urban,-1
52.29172009366629,-9.660215062990321,2651.004256248474,,0.4,,22.0,2.07,Urban,-1
51.8613959121873,-8.64961036835586,2277.681053161621,109.0,0.6,30.45,23.0,2.8217057105448045,Urban,-1
52.077076529063646,-9.222286361982054,2118.9138345718384,153.0,0.8,32.65,24.0,3.267911362618316,Urban,-1
52.267921959757885,-8.750670837819305,1973.3509016036987,,0.4,,22.0,2.07,Urban,-1
52.00529831493134,-8.582236722046897,1888.0409350395203,128.0,0.6,31.4,23.0,2.832513014939304,Urban,-1
